# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	14141	15223	+	WP_024773164.1	WP_024773164.1		lipid-A-disaccharide synthase			Z166_RS0100075	1083	360	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	15264	15758	+							Z166_RS0100080	495		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	15264	15758	+	WP_001031321.1	WP_001031321.1		transcription elongation factor GreA			Z166_RS0100080	495	164	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	15748	16185	+							Z166_RS0100085	438		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	15748	16185	+	WP_000694155.1	WP_000694155.1		deoxyuridine 5'-triphosphate nucleotidohydrolase			Z166_RS0100085	438	145	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	16182	16838	+							Z166_RS0100090	657		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	16182	16838	+	WP_000022994.1	WP_000022994.1		hypothetical protein			Z166_RS0100090	657	218	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	16843	18495	+							Z166_RS0100095	1653		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	16843	18495	+	WP_024773165.1	WP_024773165.1		plasmid stabilization protein			Z166_RS0100095	1653	550	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	18500	19171	+							Z166_RS0100100	672		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	18500	19171	+	WP_024773166.1	WP_024773166.1		type III pantothenate kinase			Z166_RS0100100	672	223	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	19162	19899	+							Z166_RS0100105	738		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	19162	19899	+	WP_024773167.1	WP_024773167.1		membrane protein			Z166_RS0100105	738	245	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	19886	20410	+							Z166_RS0100110	525		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	19886	20410	+	WP_024773168.1	WP_024773168.1		D,D-heptose 1,7-bisphosphate phosphatase			Z166_RS0100110	525	174	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	20419	21411	+							Z166_RS0100115	993		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	20419	21411	+	WP_024773169.1	WP_024773169.1		ADP-L-glycero-D-manno-heptose-6-epimerase			Z166_RS0100115	993	330	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	21408	22793	+							Z166_RS0100120	1386		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	21408	22793	+	WP_024773170.1	WP_024773170.1		cytochrome C biogenesis protein CcdA			Z166_RS0100120	1386	461	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	22786	23364	+							Z166_RS0100125	579		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	22786	23364	+	WP_000565163.1	WP_000565163.1		phosphoheptose isomerase			Z166_RS0100125	579	192	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	23530	24507	-							Z166_RS0100135	978		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	23530	24507	-	WP_024773171.1	WP_024773171.1		GMP reductase			Z166_RS0100135	978	325	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	24756	26357	+							Z166_RS0100140	1602		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	24756	26357	+	WP_000942135.1	WP_000942135.1		ABC transporter ATP-binding protein			Z166_RS0100140	1602	533	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	26354	27286	+							Z166_RS0100145	933		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	26354	27286	+	WP_024773172.1	WP_024773172.1		HrgA like protein			Z166_RS0100145	933	310	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	27306	27992	-							Z166_RS0100150	687		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	27306	27992	-	WP_024773173.1	WP_024773173.1		membrane protein			Z166_RS0100150	687	228	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	28157	29746	+							Z166_RS0100155	1590		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000001.1	28157	29746	+	WP_024773174.1	WP_024773174.1		restriction endonuclease			Z166_RS0100155	1590	529	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	1	763	+							Z166_RS0100160	763		partial
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	1	763	+	WP_024773175.1	WP_024773175.1		restriction endonuclease subunit S			Z166_RS0100160	763	253	partial
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	767	3763	+							Z166_RS0100165	2997		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	767	3763	+	WP_024773176.1	WP_024773176.1		DEAD/DEAH box helicase			Z166_RS0100165	2997	998	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	3857	4636	+							Z166_RS0100170	780		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	3857	4636	+	WP_024773177.1	WP_024773177.1		hydroxyethylthiazole kinase			Z166_RS0100170	780	259	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	4633	5442	+							Z166_RS0100175	810		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	4633	5442	+	WP_024773178.1	WP_024773178.1		phosphomethylpyrimidine kinase			Z166_RS0100175	810	269	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	5435	6094	+							Z166_RS0100180	660		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	5435	6094	+	WP_024773179.1	WP_024773179.1		thiamine-phosphate pyrophosphorylase			Z166_RS0100180	660	219	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	6119	6856	-							Z166_RS0100185	738		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	6119	6856	-	WP_024773180.1	WP_024773180.1		hypothetical protein			Z166_RS0100185	738	245	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	6856	8133	-							Z166_RS0100190	1278		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	6856	8133	-	WP_024773181.1	WP_024773181.1		phosphopantothenate synthase			Z166_RS0100190	1278	425	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	8130	9113	-							Z166_RS0100195	984		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	8130	9113	-	WP_024773182.1	WP_024773182.1		UDP-N-acetylglucosamine 4,6-dehydratase			Z166_RS0100195	984	327	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	9128	10891	-							Z166_RS0100200	1764		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	9128	10891	-	WP_024773183.1	WP_024773183.1		membrane protein			Z166_RS0100200	1764	587	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	10888	11499	-							Z166_RS0100205	612		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	10888	11499	-	WP_024773184.1	WP_024773184.1		hypothetical protein			Z166_RS0100205	612	203	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	11518	12123	-							Z166_RS0100210	606		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	11518	12123	-	WP_001236613.1	WP_001236613.1		hypothetical protein			Z166_RS0100210	606	201	
gene	tRNA	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	12660	12736	-							Z166_RS0100220	77		
tRNA		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	12660	12736	-				tRNA-Arg			Z166_RS0100220	77		anticodon=CCT
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	12794	13078	-							Z166_RS0100225	285		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	12794	13078	-	WP_001029096.1	WP_001029096.1		DNA-binding protein			Z166_RS0100225	285	94	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	13220	14605	-							Z166_RS0100230	1386		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	13220	14605	-	WP_024773185.1	WP_024773185.1		ribosome-associated GTPase EngA			Z166_RS0100230	1386	461	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	14682	15563	+							Z166_RS0100235	882		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	14682	15563	+	WP_024773186.1	WP_024773186.1		hypothetical protein			Z166_RS0100235	882	293	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	15653	16441	+					speE		Z166_RS0100240	789		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	15653	16441	+	WP_024773187.1	WP_024773187.1		spermidine synthase	speE		Z166_RS0100240	789	262	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	16443	17033	+							Z166_RS0100245	591		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	16443	17033	+	WP_024773188.1	WP_024773188.1		dephospho-CoA kinase			Z166_RS0100245	591	196	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	17092	18453	+					gatA		Z166_RS0100250	1362		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	17092	18453	+	WP_024773189.1	WP_024773189.1		glutamyl-tRNA amidotransferase	gatA		Z166_RS0100250	1362	453	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	18463	19908	+							Z166_RS0100255	1446		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	18463	19908	+	WP_024773190.1	WP_024773190.1		inosine-5-monophosphate dehydrogenase			Z166_RS0100255	1446	481	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	20018	20698	+							Z166_RS0100260	681		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	20018	20698	+	WP_024773191.1	WP_024773191.1		ATP synthase F0F1 subunit A			Z166_RS0100260	681	226	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	21011	21259	+							Z166_RS0100265	249		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	21011	21259	+	WP_024773192.1	WP_024773192.1		RNA-binding protein			Z166_RS0100265	249	82	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	21456	22277	-							Z166_RS0100270	822		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	21456	22277	-	WP_024773193.1	WP_024773193.1		lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B)			Z166_RS0100270	822	273	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	22444	23379	-							Z166_RS0100275	936		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	22444	23379	-	WP_024773194.1	WP_024773194.1		thioredoxin reductase			Z166_RS0100275	936	311	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	23385	23705	-							Z166_RS0100280	321		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	23385	23705	-	WP_000020199.1	WP_000020199.1		thioredoxin			Z166_RS0100280	321	106	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	23794	24138	-							Z166_RS0100285	345		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	23794	24138	-	WP_001211661.1	WP_001211661.1		hypothetical protein			Z166_RS0100285	345	114	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	24139	25404	-							Z166_RS0100290	1266		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	24139	25404	-	WP_024773195.1	WP_024773195.1		homoserine dehydrogenase			Z166_RS0100290	1266	421	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	25415	27199	-							Z166_RS0100295	1785		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	25415	27199	-	WP_024773196.1	WP_024773196.1		excinuclease ABC subunit C			Z166_RS0100295	1785	594	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27200	27661	-							Z166_RS0100300	462		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27200	27661	-	WP_000437188.1	WP_000437188.1		hypothetical protein			Z166_RS0100300	462	153	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27653	27832	+							Z166_RS0100305	180		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27653	27832	+	WP_000468796.1	WP_000468796.1		hypothetical protein			Z166_RS0100305	180	59	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27844	28485	-							Z166_RS0100310	642		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	27844	28485	-	WP_024773197.1	WP_024773197.1		osmoprotection ATP-binding protein			Z166_RS0100310	642	213	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	28487	30148	-							Z166_RS0100315	1662		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	28487	30148	-	WP_024773198.1	WP_024773198.1		osmoprotection protein			Z166_RS0100315	1662	553	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	30331	30768	-							Z166_RS0100320	438		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	30331	30768	-	WP_001031792.1	WP_001031792.1		hypothetical protein			Z166_RS0100320	438	145	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	30772	31539	-					motB		Z166_RS0100325	768		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	30772	31539	-	WP_024773199.1	WP_024773199.1		flagellar motor protein MotB	motB		Z166_RS0100325	768	255	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	31542	32315	-							Z166_RS0100330	774		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	31542	32315	-	WP_000366185.1	WP_000366185.1		motility protein A			Z166_RS0100330	774	257	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	32331	33098	-							Z166_RS0100335	768		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	32331	33098	-	WP_024773200.1	WP_024773200.1		thiamin biosynthesis protein ThiF			Z166_RS0100335	768	255	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	33099	33716	-							Z166_RS0100340	618		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	33099	33716	-	WP_000404706.1	WP_000404706.1		hypothetical protein			Z166_RS0100340	618	205	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	33847	34854	+							Z166_RS0100345	1008		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	33847	34854	+	WP_024773201.1	WP_024773201.1		SAM-dependent methyltransferase			Z166_RS0100345	1008	335	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	35295	35621	+							Z166_RS0100355	327		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	35295	35621	+	WP_000688969.1	WP_000688969.1		dihydroneopterin aldolase			Z166_RS0100355	327	108	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	35600	36202	+							Z166_RS0100360	603		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	35600	36202	+	WP_024773202.1	WP_024773202.1		RNA methyltransferase			Z166_RS0100360	603	200	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	36211	36762	+					fliL		Z166_RS0100365	552		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	36211	36762	+	WP_000797017.1	WP_000797017.1		flagellar basal body protein FliL	fliL		Z166_RS0100365	552	183	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	36769	37125	+							Z166_RS0100370	357		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	36769	37125	+	WP_024773203.1	WP_024773203.1		4'-phosphopantetheinyl transferase			Z166_RS0100370	357	118	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	37310	39694	+							Z166_RS08360	2385		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	37310	39694	+							Z166_RS08360	2385		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	39705	40325	-							Z166_RS0100380	621		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	39705	40325	-	WP_024773204.1	WP_024773204.1		metalloprotease			Z166_RS0100380	621	206	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	40407	41243	+							Z166_RS0100385	837		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	40407	41243	+	WP_024773205.1	WP_024773205.1		lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B)			Z166_RS0100385	837	278	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	41322	42356	+							Z166_RS0100390	1035		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	41322	42356	+	WP_024773206.1	WP_024773206.1		3,4-dihydroxy-2-butanone 4-phosphate synthase			Z166_RS0100390	1035	344	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	42444	43283	+							Z166_RS0100395	840		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	42444	43283	+	WP_024773207.1	WP_024773207.1		ubiquitin--protein ligase			Z166_RS0100395	840	279	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	43402	43980	+							Z166_RS0100400	579		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	43402	43980	+	WP_024773208.1	WP_024773208.1		GTP cyclohydrolase-2			Z166_RS0100400	579	192	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44055	44276	+							Z166_RS0100405	222		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44055	44276	+	WP_024773209.1	WP_024773209.1		molybdenum cofactor biosynthesis protein MoaD			Z166_RS0100405	222	73	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44277	44714	+							Z166_RS0100410	438		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44277	44714	+	WP_024773210.1	WP_024773210.1		molybdenum cofactor biosynthesis protein MoaE			Z166_RS0100410	438	145	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44727	45258	+							Z166_RS08365	532		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	44727	45258	+							Z166_RS08365	532		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	45306	45743	+							Z166_RS08370	438		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	45306	45743	+	WP_050589340.1	WP_050589340.1		molybdenum cofactor biosynthesis protein C			Z166_RS08370	438	145	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	45862	46644	+							Z166_RS0100425	783		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	45862	46644	+	WP_024773211.1	WP_024773211.1		neuraminyllactose-binding hemagglutinin			Z166_RS0100425	783	260	
